#Data tag : 19v3 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
300632:6054,08/07/17 16:47:36,29,20,0.009302697,0.004122686
300633:6054,08/07/17 16:58:51,473,448,0.140648342,0.122455128
300634:6054,08/07/17 20:02:31,14,3,0.003847103,0.000005732
300635:6054,08/07/17 20:07:40,196,176,0.051570555,0.042952677
300636:6054,08/07/17 21:23:45,1580,1580,0.293093413,0.275562013
300671:6055,08/08/17 10:25:11,1,1,0.000000056,0
300673:6055,08/08/17 10:32:51,61,52,0.017778547,0.010655403
300674:6055,08/08/17 11:03:35,39,30,0.012964846,0.007953737
300675:6055,08/08/17 11:18:45,34,25,0.011325038,0.002935253
300676:6055,08/08/17 11:31:56,27,27,0.008810668,0.007686482
300742:6057,08/08/17 16:47:40,325,325,0.109169673,0.093189467
300775:6060,08/09/17 04:34:48,2,0,0.000000106,0
300777:6060,08/09/17 04:39:50,503,495,0.152867350,0.133353956
300780:6060,08/09/17 08:00:37,385,336,0.100033811,0.080813125
300781:6060,08/09/17 10:30:07,51,33,0.012098426,0.007652378
300785:6060,08/09/17 10:49:34,1279,1279,0.233461768,0.219584760
300806:6061,08/09/17 21:33:46,210,197,0.077480070,0.059188968
300811:6061,08/09/17 23:01:50,524,505,0.172281458,0.148054879
300812:6061,08/10/17 02:25:24,71,58,0.020581024,0.015035634
300816:6061,08/10/17 02:52:50,161,155,0.044676179,0.036649611
300817:6061,08/10/17 03:55:19,497,497,0.117363337,0.108228202
301046:6072,08/12/17 00:33:43,92,92,0.006487599,0.005098229
301086:6079,08/14/17 01:21:39,366,330,0.026361730,0.020772950
301087:6079,08/14/17 03:49:50,28,6,0.001856206,0.000317876
301088:6079,08/14/17 04:00:41,79,79,0.005055576,0.004873763
301139:6082,08/14/17 11:53:15,32,17,0.000000131,0.000000030
301141:6082,08/14/17 12:05:20,40,32,0.003823069,0.001647015
301142:6082,08/14/17 12:20:37,904,904,0.101608118,0.097836415
301159:6084,08/14/17 21:16:04,23,7,0.000000118,0.000000002
301161:6084,08/14/17 21:24:56,809,796,0.108142657,0.101225653
301165:6084,08/15/17 02:39:09,150,150,0.016501958,0.015833085
301177:6086,08/15/17 07:40:13,12,0,0.000000076,0
301179:6086,08/15/17 07:44:54,60,53,0.006977823,0.004397528
301180:6086,08/15/17 08:08:13,100,92,0.017519967,0.015074867
301183:6086,08/15/17 08:46:47,306,306,0.049517459,0.046444710
301280:6089,08/15/17 22:50:12,8,0,0.000000050,0
301281:6089,08/15/17 22:53:19,169,157,0.024618211,0.020802839
301283:6089,08/15/17 23:58:46,892,892,0.126830961,0.122070224
301294:6090,08/16/17 08:56:47,9,0,0.000000070,0
301298:6090,08/16/17 09:00:00,953,953,0.167446773,0.159856912
301321:6091,08/16/17 18:01:12,19,5,0.000000167,0.000000002
301323:6091,08/16/17 18:08:16,997,997,0.179932860,0.170220845
301326:6092,08/17/17 03:03:28,3,2,0.000000019,0.000000010
301328:6093,08/17/17 05:11:57,30,6,0.000000270,0.000000011
301330:6093,08/17/17 05:23:15,357,357,0.071954440,0.067728536
301357:6094,08/17/17 10:46:57,21,6,0.000000183,0.000000016
301359:6094,08/17/17 10:54:39,325,325,0.064340428,0.060445776
301381:6096,08/17/17 15:19:41,19,5,0.000000162,0.000000007
301383:6096,08/17/17 15:26:30,44,36,0.004665444,0.002113690
301384:6096,08/17/17 15:43:36,479,479,0.099841041,0.095892573
301390:6097,08/17/17 21:23:42,16,3,0.000000136,0.000000007
301391:6097,08/17/17 21:29:30,226,212,0.042370021,0.037201606
301392:6097,08/17/17 22:57:14,636,627,0.117486798,0.111762340
301393:6097,08/18/17 03:04:00,36,30,0.005831002,0.002806035
301394:6097,08/18/17 03:17:58,22,14,0.003536344,0.000016422
301395:6097,08/18/17 03:26:30,33,8,0.005244482,0.000023138
301396:6097,08/18/17 03:39:06,42,26,0.006573205,0.003781374
301397:6097,08/18/17 03:55:16,741,722,0.100987030,0.095502575
301398:6097,08/18/17 08:43:05,19,10,0.002259976,0.000565061
301399:6097,08/18/17 08:50:12,232,232,0.025505272,0.024361924
301415:6098,08/18/17 12:21:05,19,4,0.000000178,0.000000002
301417:6098,08/18/17 12:28:00,370,370,0.077268106,0.072978707
301446:6104,08/19/17 10:53:53,9,0,0.000000062,0
301447:6104,08/19/17 10:57:20,522,512,0.089353812,0.083237261
301448:6104,08/19/17 14:20:04,335,325,0.051719926,0.048685578
301449:6104,08/19/17 16:30:03,405,398,0.054004302,0.049891080
301450:6104,08/19/17 19:07:02,252,252,0.029207680,0.027501801
301459:6105,08/19/17 22:43:04,19,5,0.000000153,0.000000003
301461:6105,08/19/17 22:50:10,591,590,0.108747993,0.101248760
301471:6106,08/20/17 13:55:17,10,0,0.000000078,0
301472:6106,08/20/17 13:58:55,863,836,0.152348991,0.142075200
301473:6106,08/20/17 19:34:00,16,10,0.002490799,0.000005854
301474:6106,08/20/17 19:40:14,18,10,0.002783509,0.000025717
301475:6106,08/20/17 19:47:02,18,12,0.002765075,0.001568274
301476:6106,08/20/17 19:53:54,892,854,0.117112641,0.108771443
301480:6106,08/21/17 01:40:08,209,209,0.022048735,0.020793404
301518:6110,08/21/17 12:53:38,11,0,0.000000068,0
301519:6110,08/21/17 12:57:33,250,244,0.041412468,0.036336111
301521:6110,08/21/17 14:34:38,28,3,0.004960885,0.000008937
301524:6110,08/21/17 14:45:22,302,268,0.050366392,0.042823890
301525:6110,08/21/17 16:42:35,66,57,0.010145039,0.008265590
301526:6110,08/21/17 17:08:00,12,3,0.001812938,0.000000003
301528:6110,08/21/17 17:12:32,25,16,0.003767594,0.002160028
301529:6110,08/21/17 17:22:10,58,49,0.008742107,0.006659763
301530:6110,08/21/17 17:44:34,129,107,0.018604267,0.014509317
301531:6110,08/21/17 18:34:34,408,393,0.052375075,0.048916991
301532:6110,08/21/17 21:12:59,653,653,0.068510286,0.066458914
301564:6114,08/22/17 08:29:14,5,0,0.000000034,0.000000001
301566:6114,08/22/17 08:30:54,28,14,0.000000201,0.000000093
301567:6114,08/22/17 08:41:45,377,377,0.068623111,0.065213367
301625:6116,08/22/17 22:55:26,12,0,0.000000130,0
301627:6116,08/22/17 22:59:57,945,945,0.143139562,0.140181999
301663:6119,08/23/17 12:06:44,19,6,0.000000136,0.000000012
301664:6119,08/23/17 12:13:54,448,438,0.076828006,0.072263153
301665:6119,08/23/17 15:07:51,496,496,0.074363476,0.072370822
301693:6123,08/24/17 04:02:35,19,0,0.000000273,0
301694:6123,08/24/17 04:09:47,105,105,0.025181365,0.022966385
301888:6130,08/26/17 00:41:18,21,6,0,0
301891:6130,08/26/17 00:48:58,23,23,0.000000133,0.000000132
301895:6132,08/26/17 03:39:51,12,0,0,0
301897:6132,08/26/17 03:44:20,49,49,0.000008430,0.000008339
301909:6136,08/26/17 13:35:13,16,0,0.000000065,0
301912:6136,08/26/17 13:41:04,427,422,0.049643360,0.046700505
301913:6136,08/26/17 16:26:53,60,55,0.006925415,0.006035591
301914:6136,08/26/17 16:50:06,354,354,0.037045183,0.036060734
301939:6138,08/27/17 09:12:23,21,5,0.000000115,0.000000005
301941:6138,08/27/17 09:20:22,570,570,0.079819682,0.077058671
301958:6140,08/27/17 18:07:24,13,0,0.000000103,0
301959:6140,08/27/17 18:12:09,1945,1938,0.290014516,0.281086577
301960:6140,08/28/17 06:47:36,167,167,0.015988212,0.015326287
301968:6141,08/28/17 10:05:10,11,0,0.000000081,0
301969:6141,08/28/17 10:09:08,81,74,0.010581494,0.008386389
301970:6141,08/28/17 10:40:15,133,132,0.024605526,0.023878529
301981:6142,08/28/17 13:57:40,13,0,0.000000097,0
301983:6142,08/28/17 14:02:25,12,5,0.000000091,0.000000033
301984:6142,08/28/17 14:06:48,322,316,0.062878828,0.058289282
301985:6142,08/28/17 16:11:54,368,360,0.064316735,0.060905579
301986:6142,08/28/17 18:34:30,384,379,0.057321910,0.055046013
301987:6142,08/28/17 21:03:27,1135,1135,0.126676203,0.124203622
301995:6143,08/29/17 06:36:51,12,0,0.000000090,0
301997:6143,08/29/17 06:41:20,408,397,0.073322458,0.067972482
301998:6143,08/29/17 09:19:31,1755,1755,0.229035682,0.224252695
302017:6146,08/30/17 03:23:30,12,0,0.000000092,0
302019:6146,08/30/17 03:28:04,89,89,0.011828257,0.011041979
302024:6147,08/30/17 06:35:47,12,0,0.000000091,0
302026:6147,08/30/17 06:40:13,73,63,0.012279344,0.007154074
302027:6147,08/30/17 07:08:24,22,9,0.004652149,0.000000075
302029:6147,08/30/17 07:16:38,121,92,0.024682240,0.015524658
302030:6147,08/30/17 08:03:36,13,4,0.002558055,0.000000083
302031:6147,08/30/17 08:08:29,827,818,0.137845033,0.130848124
302032:6147,08/30/17 13:29:26,13,2,0.001820451,0.000008602
302033:6147,08/30/17 13:34:23,53,44,0.007316951,0.005229971
302034:6147,08/30/17 13:54:42,24,12,0.003266536,0.000488781
302036:6147,08/30/17 14:03:43,40,32,0.005378881,0.004152440
302037:6147,08/30/17 14:19:02,25,19,0.003318076,0.000908321
302038:6147,08/30/17 14:28:27,19,10,0.002498608,0.000581052
302040:6147,08/30/17 14:35:43,176,168,0.022653427,0.021171928
302041:6147,08/30/17 15:44:00,73,65,0.008952070,0.007813998
302042:6147,08/30/17 16:12:12,523,516,0.057367902,0.055477948
302043:6147,08/30/17 19:35:17,262,255,0.024556331,0.023038235
302044:6147,08/30/17 21:17:06,4,4,0.000270695,0.000268496
302127:6152,08/31/17 11:58:03,20,0,0.000000104,0
302131:6152,08/31/17 12:05:37,964,959,0.124437413,0.119159260
302132:6152,08/31/17 18:20:08,30,30,0.003150813,0.003099530
302158:6155,09/01/17 00:21:53,9,0,0.000000049,0
302159:6155,09/01/17 00:25:19,145,145,0.018911536,0.017788977
302162:6156,09/01/17 03:14:57,17,5,0.000000088,0.000000003
302163:6156,09/01/17 03:21:20,1247,1222,0.157393229,0.149608880
302165:6156,09/01/17 11:25:29,86,80,0.007867544,0.006927968
302166:6156,09/01/17 11:58:48,26,26,0.002422316,0.002036657
302225:6158,09/01/17 18:21:08,931,931,0.123097226,0.119305045
302227:6159,09/02/17 03:05:08,10,0,0.000000057,0
302228:6159,09/02/17 03:09:02,300,294,0.044362354,0.041221896
302229:6159,09/02/17 05:05:33,463,463,0.070009011,0.068349172
302236:6160,09/02/17 10:28:04,18,6,0.000000104,0.000000005
302237:6160,09/02/17 10:34:25,11,6,0.000000067,0
302238:6160,09/02/17 10:38:31,13,3,0.000162373,0.000000206
302239:6160,09/02/17 10:43:17,28,18,0.004019763,0.000008053
302240:6160,09/02/17 10:53:49,967,967,0.144349064,0.140804734
302261:6161,09/03/17 03:13:56,11,0,0.000000076,0
302262:6161,09/03/17 03:18:02,473,464,0.083949959,0.079178150
302263:6161,09/03/17 06:21:33,1260,1260,0.171247360,0.167241496
302273:6164,09/03/17 20:40:05,1,1,0,0
302275:6165,09/03/17 22:27:24,32,5,0.000000164,0.000000004
302277:6165,09/03/17 22:39:27,423,404,0.062380721,0.056300140
302278:6165,09/04/17 01:26:14,952,940,0.108159346,0.104196963
302279:6165,09/04/17 07:35:59,80,70,0.007396584,0.005954837
302280:6165,09/04/17 08:06:52,159,159,0.013609539,0.013077291
302321:6167,09/04/17 17:27:19,9,0,0.000000037,0
302322:6167,09/04/17 17:30:37,880,880,0.104278289,0.101108647
302327:6168,09/05/17 01:29:26,10,0,0.000000047,0
302328:6168,09/05/17 01:33:10,744,744,0.102970968,0.099510991
302334:6169,09/05/17 09:03:14,10,0,0.000000056,0
302337:6169,09/05/17 09:06:48,178,153,0.029089637,0.022791880
302342:6169,09/05/17 10:15:41,95,72,0.016458221,0.009609357
302343:6169,09/05/17 10:52:16,104,97,0.017369662,0.015644100
302344:6169,09/05/17 11:32:28,524,513,0.077864571,0.070460528
302349:6169,09/05/17 14:55:44,17,9,0.002283904,0.000004984
302350:6169,09/05/17 15:02:18,149,149,0.018768753,0.017992113
302386:6170,09/05/17 18:26:57,27,6,0.000000182,0.000000010
302388:6170,09/05/17 18:36:58,723,723,0.138305283,0.132962448
302390:6171,09/06/17 01:35:34,13,0,0.000000097,0
302392:6171,09/06/17 01:40:32,409,399,0.086912585,0.080097739
302393:6171,09/06/17 04:19:09,894,894,0.164931549,0.160821975
302442:6173,09/06/17 18:19:34,2,2,0.000000016,0.000000008
302446:6174,09/06/17 20:34:09,18,0,0.000000126,0
302448:6174,09/06/17 20:40:59,1932,1932,0.326165721,0.317594171
302470:6175,09/07/17 11:08:03,23,5,0.000000168,0.000000003
302472:6175,09/07/17 11:16:29,815,808,0.168626831,0.160718259
302473:6175,09/07/17 16:32:57,423,397,0.071893410,0.061521692
302474:6175,09/07/17 19:17:18,311,305,0.047100669,0.044087746
302475:6175,09/07/17 21:17:58,12,2,0.001724895,0.000101066
302476:6175,09/07/17 21:22:32,266,266,0.035635156,0.034178198
302478:6176,09/08/17 01:02:11,17,5,0.000000130,0.000000002
302479:6176,09/08/17 01:08:27,344,344,0.074947638,0.070838352
302482:6177,09/08/17 06:00:15,12,0,0.003048861,0
302484:6177,09/08/17 06:04:35,188,177,0.044460767,0.038163315
302485:6177,09/08/17 07:17:25,930,922,0.183955388,0.176630970
302486:6177,09/08/17 13:18:45,13,4,0.002166124,0.000005810
302487:6177,09/08/17 13:23:31,12,4,0.001991322,0.000008089
302488:6177,09/08/17 13:27:55,13,3,0.002148079,0.000407550
302489:6177,09/08/17 13:32:50,13,4,0.002114752,0.000043253
302490:6177,09/08/17 13:37:35,11,3,0.001803714,0.000004356
302491:6177,09/08/17 13:41:49,10,2,0.001634027,0.000004864
302492:6177,09/08/17 13:45:32,63,54,0.010163419,0.008517074
302493:6177,09/08/17 14:09:59,9,2,0.001433534,0.000144108
302494:6177,09/08/17 14:13:24,624,624,0.090392303,0.087876643
302508:6179,09/08/17 22:40:42,10,0,0.000000080,0
302509:6179,09/08/17 22:44:16,100,100,0.017084370,0.016026126
302512:6180,09/09/17 02:01:07,9,0,0.000000072,0
302513:6180,09/09/17 02:04:37,96,96,0.016709618,0.015422777
302517:6181,09/09/17 04:53:21,1,0,0,0
302520:6182,09/09/17 07:05:28,14,0,0.000000098,0
302522:6182,09/09/17 07:10:44,48,40,0.005633109,0.002493232
302523:6182,09/09/17 07:29:07,64,54,0.015277336,0.010987125
302524:6182,09/09/17 07:53:40,14,5,0.003285652,0.000000067
302525:6182,09/09/17 07:58:46,778,771,0.155990825,0.147325741
302526:6182,09/09/17 13:00:58,584,584,0.091838684,0.089628788
302532:6183,09/09/17 18:53:29,14,2,0.000000099,0
302533:6183,09/09/17 18:58:40,26,26,0.000000301,0.000000299
302541:6184,09/09/17 22:31:20,14,0,0.000000097,0
302543:6184,09/09/17 22:36:34,25,25,0.000000275,0.000000273
302546:6185,09/10/17 01:35:06,24,6,0.000000159,0.000000005
302548:6185,09/10/17 01:43:58,126,120,0.022075151,0.018621362
302549:6185,09/10/17 02:32:45,7,1,0.001587695,0.000008018
302550:6185,09/10/17 02:35:21,17,6,0.003826922,0.000796594
302551:6185,09/10/17 02:41:42,17,6,0.003793867,0.000115327
302552:6185,09/10/17 02:48:17,7,2,0.001549964,0.000000044
302553:6185,09/10/17 02:50:55,192,187,0.040626782,0.037756779
302554:6185,09/10/17 04:05:18,11,3,0.002218970,0.000093177
302555:6185,09/10/17 04:09:27,60,37,0.010659030,0.002070929
302562:6186,09/10/17 06:50:53,17,5,0.000000116,0.000000002
302563:6186,09/10/17 06:57:09,52,47,0.006017308,0.003978875
302564:6186,09/10/17 07:17:03,11,2,0.002101705,0.000004741
302565:6186,09/10/17 07:21:03,14,3,0.003306655,0.000152595
302566:6186,09/10/17 07:26:29,71,63,0.016368167,0.014044932
302567:6186,09/10/17 07:53:59,43,34,0.009675317,0.007455387
302569:6186,09/10/17 08:10:35,10,1,0.002181331,0.000042326
302570:6186,09/10/17 08:14:23,48,39,0.010467232,0.008083695
302571:6186,09/10/17 08:32:42,45,36,0.009585777,0.007438401
302572:6186,09/10/17 08:49:59,296,286,0.059781060,0.055837022
302573:6186,09/10/17 10:44:46,1291,1291,0.201014978,0.196122799
302594:6189,09/11/17 03:05:52,13,0,0.000000088,0
302596:6189,09/11/17 03:10:53,990,980,0.189277188,0.181475215
302597:6189,09/11/17 09:35:10,1076,1076,0.152437032,0.148879422
302627:6191,09/12/17 01:00:22,21,0,0.000000138,0
302634:6191,09/12/17 01:07:57,644,638,0.133629017,0.125950490
302635:6191,09/12/17 05:18:01,1299,1299,0.199364839,0.193515898
302645:6192,09/12/17 16:02:20,17,6,0.000000117,0.000000008
302646:6192,09/12/17 16:08:31,54,45,0.005484353,0.002516469
302649:6192,09/12/17 16:29:19,11,3,0.002713301,0.000000002
302650:6192,09/12/17 16:33:20,10,3,0.002444975,0.000000003
302651:6192,09/12/17 16:37:00,157,146,0.036486019,0.030712761
302654:6192,09/12/17 17:38:01,321,321,0.066949071,0.065319333
302659:6193,09/12/17 22:05:29,8,0,0.000000056,0
302660:6193,09/12/17 22:08:36,48,37,0.005920908,0.002343721
302661:6193,09/12/17 22:27:07,77,67,0.016880850,0.009745907
302662:6193,09/12/17 22:56:56,10,2,0.002323714,0.000008262
302663:6193,09/12/17 23:00:31,712,712,0.141423668,0.137093944
302672:6194,09/13/17 06:40:56,14,2,0.000000015,0.000000001
302673:6194,09/13/17 06:45:55,25,8,0.000000027,0.000000008
302674:6194,09/13/17 06:55:39,506,491,0.014938530,0.014193758
302676:6194,09/13/17 10:12:02,65,58,0.001949187,0.001687517
302677:6194,09/13/17 10:37:16,13,6,0.000405666,0.000032736
302678:6194,09/13/17 10:42:09,417,7,0.009831357,0.000038075
302691:6195,09/13/17 15:31:23,79,69,0.000502033,0.000213903
302694:6195,09/13/17 16:01:41,46,38,0.001150081,0.000942164
302695:6195,09/13/17 16:19:22,260,260,0.006310853,0.006267898
302699:6199,09/14/17 12:33:03,46,0,0.000000012,0
302730:6199,09/14/17 12:50:34,5,3,0.000000001,0
302733:6199,09/14/17 12:52:17,19,17,0.000000004,0
302734:6199,09/14/17 12:59:22,10,7,0.000000002,0
302735:6199,09/14/17 13:03:00,10,7,0.000000002,0
302736:6199,09/14/17 13:06:47,22,11,0.000000005,0
302737:6199,09/14/17 13:15:05,74,25,0.000000017,0
302739:6199,09/14/17 13:43:33,41,3,0.000000008,0
302749:6199,09/14/17 13:59:09,35,10,0.000000007,0
302756:6199,09/14/17 14:12:28,20,6,0.000000004,0
302759:6199,09/14/17 14:20:11,11,2,0.000000002,0
302761:6199,09/14/17 14:24:25,61,12,0.000000009,0
302770:6199,09/14/17 14:48:04,8,4,0.000000001,0
302771:6199,09/14/17 14:51:05,232,3,0.000000023,0
302785:6199,09/14/17 16:21:10,19,18,0.000000464,0
302786:6199,09/14/17 16:28:31,24,1,0.000001754,0
302788:6199,09/14/17 16:37:42,262,1,0.000008229,0
302973:6216,09/17/17 01:51:32,7,0,0.000000009,0
302975:6216,09/17/17 01:54:10,594,594,0.009969120,0.009887532
302977:6217,09/17/17 07:45:06,6,0,0,0
302978:6217,09/17/17 07:47:19,162,162,0.000024062,0.000023898
303568:6226,09/21/17 15:04:46,14,0,0,0
303569:6226,09/21/17 15:10:00,26,13,0,0
303572:6226,09/21/17 15:19:49,67,63,0,0
303573:6226,09/21/17 15:45:31,18,15,0,0
303574:6226,09/21/17 15:52:18,24,20,0.000000694,0.000000460
303575:6226,09/21/17 16:01:19,25,19,0.000001230,0.000000905
303576:6226,09/21/17 16:10:43,219,219,0.000009399,0.000009171
303593:6227,09/21/17 19:32:15,29,0,0,0
303595:6227,09/21/17 19:43:30,49,40,0.000003396,0.000002104
303600:6227,09/21/17 20:02:12,22,13,0.000002805,0.000000060
303601:6227,09/21/17 20:10:33,98,90,0.000009606,0.000009429
303602:6227,09/21/17 20:48:35,28,23,0,0
303603:6227,09/21/17 20:59:14,45,40,0,0
303604:6227,09/21/17 21:16:43,46,40,0,0
303605:6227,09/21/17 21:34:17,9,3,0,0
303606:6227,09/21/17 21:37:51,88,83,0,0
303607:6227,09/21/17 22:11:57,29,24,0.000000001,0
303608:6227,09/21/17 22:23:00,18,1,0,0
303610:6227,09/21/17 22:29:55,35,21,0.000000009,0.000000009
303613:6227,09/21/17 22:43:28,31,31,0.000000017,0.000000016
303616:6228,09/22/17 01:15:11,9,0,0,0
303617:6228,09/22/17 01:18:40,62,38,0.000002669,0
303618:6228,09/22/17 01:42:24,9,3,0.000002278,0
303619:6228,09/22/17 01:45:46,68,20,0.000016827,0.000000013
303620:6228,09/22/17 02:12:03,19,13,0.000004562,0
303621:6228,09/22/17 02:19:10,38,21,0.000009002,0.000004861
303623:6228,09/22/17 02:33:50,38,23,0.000008823,0.000005064
303625:6228,09/22/17 02:48:20,51,49,0.000011444,0.000006853
303626:6228,09/22/17 03:08:05,47,10,0.000010184,0
303638:6228,09/22/17 03:26:01,16,7,0.000003403,0.000001275
303640:6228,09/22/17 03:32:08,8,3,0.000001693,0.000000581
303641:6228,09/22/17 03:34:53,186,169,0.000037681,0.000033879
303643:6228,09/22/17 04:46:50,44,19,0.000008315,0.000003374
303645:6228,09/22/17 05:03:41,14,3,0.000002583,0
303647:6228,09/22/17 05:08:53,29,20,0.000005284,0.000003547
303649:6228,09/22/17 05:19:55,259,233,0.000043971,0.000039314
303652:6228,09/22/17 07:00:29,88,55,0.000013664,0.000008439
303655:6228,09/22/17 07:34:25,6,2,0.000000911,0
303656:6228,09/22/17 07:36:43,18,2,0.000002725,0
303657:6228,09/22/17 07:43:40,22,17,0.000003583,0.000002555
303658:6228,09/22/17 07:52:05,260,248,0.000042457,0.000040047
303665:6228,09/22/17 09:32:52,342,306,0.000052547,0.000046857
303676:6228,09/22/17 11:45:30,46,46,0.000006503,0.000006462
303714:6230,09/22/17 17:31:31,31,27,0,0
303718:6230,09/22/17 17:43:17,37,32,0.000003735,0.000002311
303719:6230,09/22/17 17:57:31,248,242,0.000036887,0.000035367
303728:6230,09/22/17 19:33:37,32,27,0.000004389,0.000002958
303729:6230,09/22/17 19:45:51,57,57,0.000004537,0.000003894
303732:6231,09/23/17 00:04:54,17,0,0,0
303734:6231,09/23/17 00:11:12,120,120,0.000010309,0.000010129
303740:6232,09/23/17 02:34:35,7,0,0,0
303741:6232,09/23/17 02:37:10,142,142,0.000008028,0.000007882
303743:6233,09/23/17 04:59:17,7,0,0,0
303744:6233,09/23/17 05:01:50,92,92,0,0
303783:6236,09/23/17 11:42:07,11,2,0.000000002,0
303790:6236,09/23/17 11:46:07,171,167,0.000763506,0.000707449
303793:6236,09/23/17 12:52:31,17,12,0.000121101,0.000077093
303794:6236,09/23/17 12:59:07,29,26,0.000204416,0.000140167
303795:6236,09/23/17 13:10:23,402,402,0.002564629,0.002157834
303816:6238,09/23/17 18:27:17,7,0,0.000000015,0
303817:6238,09/23/17 18:29:58,246,238,0.015517903,0.014923306
303818:6238,09/23/17 20:05:17,36,26,0.000051027,0.000034198
303819:6238,09/23/17 20:19:03,667,667,0.000932079,0.000879913
303823:6239,09/24/17 02:31:40,13,3,0.000000058,0.000000006
303824:6239,09/24/17 02:36:22,778,768,0.126256775,0.103459487
303825:6239,09/24/17 07:38:22,186,186,0.024708460,0.024107742
303831:6240,09/24/17 10:47:57,10,3,0.000000065,0.000000016
303832:6240,09/24/17 10:51:27,1921,1921,0.346691633,0.336318307
303837:6241,09/25/17 01:23:11,12,2,0.000000093,0.000000008
303838:6241,09/25/17 01:27:38,2048,2048,0.418734582,0.404315727
303884:6243,09/25/17 18:42:58,10,2,0.000000082,0.000000005
303885:6243,09/25/17 18:46:23,2058,2058,0.435101918,0.418376007
303948:6245,09/26/17 12:26:21,1834,1829,0.407169798,0.387923501
303989:6245,09/27/17 00:18:36,114,114,0.015966989,0.012365959
303997:6247,09/27/17 06:34:00,24,3,0.000000202,0.000000010
303998:6247,09/27/17 06:42:42,332,319,0.091218083,0.080435207
303999:6247,09/27/17 08:51:44,751,747,0.187257793,0.179139890
304000:6247,09/27/17 13:43:21,65,65,0.011250896,0.011033490
304062:6252,09/27/17 20:16:51,1973,1973,0.399733577,0.386522777
304117:6253,09/28/17 11:56:50,14,3,0.000000132,0.000000022
304119:6253,09/28/17 12:01:37,152,146,0.032398934,0.026878920
304120:6253,09/28/17 13:00:39,257,252,0.079311781,0.072610675
304125:6253,09/28/17 14:40:13,1778,1778,0.351787407,0.342197196
304144:6255,09/29/17 04:58:50,2732,2732,0.584634391,0.558947404
304156:6258,09/30/17 05:21:47,1,1,0.000000007,0
304158:6258,09/30/17 05:39:38,2163,2163,0.416966683,0.403459452
304168:6259,09/30/17 21:48:18,3,0,0.000000022,0
304169:6259,09/30/17 22:09:51,1696,1688,0.357933465,0.342677434
304170:6259,10/01/17 09:08:29,629,629,0.079056852,0.077439922
304194:6261,10/01/17 17:20:23,1,0,0.000000008,0
304196:6261,10/01/17 17:24:59,60,55,0.017369203,0.006992947
304197:6261,10/01/17 18:04:31,15,8,0.004938467,0.002284306
304198:6261,10/01/17 18:10:23,100,74,0.032833413,0.005562946
304199:6261,10/01/17 18:49:03,18,14,0.005700137,0.000618455
304200:6261,10/01/17 18:55:58,322,322,0.093548568,0.088752954
304203:6262,10/01/17 23:17:37,1,0,0.000000008,0
304204:6262,10/01/17 23:20:34,560,560,0.165304302,0.155080040
304206:6263,10/02/17 05:06:28,1,1,0.000000009,0
304207:6263,10/02/17 05:09:33,1,1,0.000000009,0
304209:6263,10/02/17 05:14:04,440,440,0.137018456,0.126192819
304291:6266,10/02/17 17:18:53,44,36,0.012180759,0.005765625
304292:6266,10/02/17 17:51:42,1812,1812,0.380739532,0.359514589
304331:6268,10/03/17 11:15:34,1,0,0.000000007,0
304332:6268,10/03/17 11:18:24,1,1,0.000000007,0.000000007
304333:6268,10/03/17 11:21:59,1616,1616,0.393619645,0.374935692
304354:6269,10/04/17 03:06:41,245,245,0.083514881,0.078793363
304366:6271,10/04/17 09:08:31,1867,1867,0.451638352,0.433071585
304446:6272,10/05/17 00:31:40,93,85,0.032627338,0.022121217
304447:6272,10/05/17 01:17:37,1655,1645,0.391369410,0.371877455
304448:6272,10/05/17 12:00:30,19,8,0.002881120,0.001228589
304449:6272,10/05/17 12:07:36,19,2,0.002854415,0.000265429
304451:6272,10/05/17 12:14:42,66,54,0.009707936,0.007491896
304452:6272,10/05/17 12:40:09,17,17,0.002453902,0.002271512
304505:6275,10/05/17 18:30:21,47,43,0.016319201,0.012364563
304506:6275,10/05/17 19:04:51,380,370,0.128012333,0.119703217
304507:6275,10/05/17 21:32:17,244,235,0.071941356,0.050757205
304508:6275,10/05/17 23:07:04,1330,1330,0.257826982,0.250911432
304560:6276,10/06/17 12:06:00,1,0,0.000000007,0
304562:6276,10/06/17 12:26:45,808,808,0.240682548,0.226229336
304616:6278,10/06/17 22:08:03,972,972,0.278671611,0.263001046
304625:6279,10/07/17 07:25:11,499,490,0.168496086,0.145396038
304626:6279,10/07/17 10:38:45,9,9,0.002829921,0.002605608
304654:6283,10/08/17 01:05:28,672,662,0.214185821,0.178245293
304655:6283,10/08/17 05:39:52,1202,1202,0.241803012,0.232686176
304659:6284,10/08/17 15:23:05,1,0,0.000000009,0
304661:6284,10/08/17 15:29:38,207,204,0.069761191,0.058888595
304662:6284,10/08/17 17:02:50,151,147,0.048580242,0.043532006
304663:6284,10/08/17 18:01:29,690,690,0.186418442,0.177925315
304671:6285,10/09/17 00:36:35,1166,1156,0.334349240,0.314348468
304672:6285,10/09/17 08:09:11,67,67,0.013948459,0.013450840
304737:6287,10/09/17 19:26:48,114,107,0.041065146,0.036459609
304738:6287,10/09/17 20:24:43,1686,1677,0.429195320,0.410969595
304739:6287,10/10/17 07:19:32,16,13,0.002541669,0.001871686
